Id,ActivityHour,Calories,TotalIntensity,AverageIntensity,ActivityDate
1503960366,2016-03-12 00:00:00,48,0,0.0,2016-03-12
1503960366,2016-03-12 01:00:00,48,0,0.0,2016-03-12
1503960366,2016-03-12 02:00:00,48,0,0.0,2016-03-12
1503960366,2016-03-12 03:00:00,48,0,0.0,2016-03-12
1503960366,2016-03-12 04:00:00,48,0,0.0,2016-03-12
1503960366,2016-03-12 05:00:00,48,0,0.0,2016-03-12
1503960366,2016-03-12 06:00:00,48,0,0.0,2016-03-12
1503960366,2016-03-12 07:00:00,48,0,0.0,2016-03-12
1503960366,2016-03-12 08:00:00,48,0,0.0,2016-03-12
1503960366,2016-03-12 09:00:00,49,1,0.016667,2016-03-12
1503960366,2016-03-12 10:00:00,89,26,0.433333,2016-03-12
1503960366,2016-03-12 11:00:00,134,49,0.816667,2016-03-12
1503960366,2016-03-12 12:00:00,130,47,0.783333,2016-03-12
1503960366,2016-03-12 13:00:00,81,20,0.333333,2016-03-12
1503960366,2016-03-12 14:00:00,254,121,2.016667,2016-03-12
1503960366,2016-03-12 15:00:00,271,129,2.15,2016-03-12
1503960366,2016-03-12 16:00:00,141,42,0.7,2016-03-12
1503960366,2016-03-12 17:00:00,104,20,0.333333,2016-03-12
1503960366,2016-03-12 18:00:00,54,2,0.033333,2016-03-12
1503960366,2016-03-12 19:00:00,97,30,0.5,2016-03-12
1503960366,2016-03-12 20:00:00,58,4,0.066667,2016-03-12
1503960366,2016-03-12 21:00:00,100,29,0.483333,2016-03-12
1503960366,2016-03-12 22:00:00,123,41,0.683333,2016-03-12
1503960366,2016-03-12 23:00:00,111,35,0.583333,2016-03-12
1503960366,2016-03-13 00:00:00,55,3,0.05,2016-03-13
1503960366,2016-03-13 01:00:00,48,0,0.0,2016-03-13
1503960366,2016-03-13 02:00:00,50,1,0.016667,2016-03-13
1503960366,2016-03-13 03:00:00,48,0,0.0,2016-03-13
1503960366,2016-03-13 04:00:00,48,0,0.0,2016-03-13
1503960366,2016-03-13 05:00:00,48,0,0.0,2016-03-13
1503960366,2016-03-13 06:00:00,48,0,0.0,2016-03-13
1503960366,2016-03-13 07:00:00,49,0,0.0,2016-03-13
1503960366,2016-03-13 08:00:00,49,1,0.016667,2016-03-13
1503960366,2016-03-13 09:00:00,56,5,0.083333,2016-03-13
1503960366,2016-03-13 10:00:00,189,85,1.416667,2016-03-13
1503960366,2016-03-13 11:00:00,270,130,2.166667,2016-03-13
1503960366,2016-03-13 12:00:00,52,3,0.05,2016-03-13
1503960366,2016-03-13 13:00:00,66,9,0.15,2016-03-13
1503960366,2016-03-13 14:00:00,57,3,0.05,2016-03-13
1503960366,2016-03-13 15:00:00,89,23,0.383333,2016-03-13
1503960366,2016-03-13 16:00:00,91,25,0.416667,2016-03-13
1503960366,2016-03-13 17:00:00,61,5,0.083333,2016-03-13
1503960366,2016-03-13 18:00:00,237,110,1.833333,2016-03-13
1503960366,2016-03-13 19:00:00,146,57,0.95,2016-03-13
1503960366,2016-03-13 20:00:00,87,25,0.416667,2016-03-13
1503960366,2016-03-13 21:00:00,66,9,0.15,2016-03-13
1503960366,2016-03-13 22:00:00,72,17,0.283333,2016-03-13
1503960366,2016-03-13 23:00:00,118,46,0.766667,2016-03-13
1503960366,2016-03-14 00:00:00,56,4,0.066667,2016-03-14
1503960366,2016-03-14 01:00:00,54,3,0.05,2016-03-14
1503960366,2016-03-14 02:00:00,49,0,0.0,2016-03-14
1503960366,2016-03-14 03:00:00,48,0,0.0,2016-03-14
1503960366,2016-03-14 04:00:00,48,0,0.0,2016-03-14
1503960366,2016-03-14 05:00:00,49,0,0.0,2016-03-14
1503960366,2016-03-14 06:00:00,48,0,0.0,2016-03-14
1503960366,2016-03-14 07:00:00,53,3,0.05,2016-03-14
1503960366,2016-03-14 08:00:00,68,14,0.233333,2016-03-14
1503960366,2016-03-14 09:00:00,199,61,1.016667,2016-03-14
1503960366,2016-03-14 10:00:00,59,4,0.066667,2016-03-14
1503960366,2016-03-14 11:00:00,72,14,0.233333,2016-03-14
1503960366,2016-03-14 12:00:00,66,9,0.15,2016-03-14
1503960366,2016-03-14 13:00:00,54,1,0.016667,2016-03-14
1503960366,2016-03-14 14:00:00,59,6,0.1,2016-03-14
1503960366,2016-03-14 15:00:00,71,13,0.216667,2016-03-14
1503960366,2016-03-14 16:00:00,68,11,0.183333,2016-03-14
1503960366,2016-03-14 17:00:00,76,17,0.283333,2016-03-14
1503960366,2016-03-14 18:00:00,96,29,0.483333,2016-03-14
1503960366,2016-03-14 19:00:00,100,33,0.55,2016-03-14
1503960366,2016-03-14 20:00:00,124,45,0.75,2016-03-14
1503960366,2016-03-14 21:00:00,67,12,0.2,2016-03-14
1503960366,2016-03-14 22:00:00,48,0,0.0,2016-03-14
1503960366,2016-03-14 23:00:00,198,90,1.5,2016-03-14
1503960366,2016-03-15 00:00:00,56,3,0.05,2016-03-15
1503960366,2016-03-15 01:00:00,55,2,0.033333,2016-03-15
1503960366,2016-03-15 02:00:00,54,4,0.066667,2016-03-15
1503960366,2016-03-15 03:00:00,48,0,0.0,2016-03-15
1503960366,2016-03-15 04:00:00,49,1,0.016667,2016-03-15
1503960366,2016-03-15 05:00:00,48,0,0.0,2016-03-15
1503960366,2016-03-15 06:00:00,49,1,0.016667,2016-03-15
1503960366,2016-03-15 07:00:00,49,1,0.016667,2016-03-15
1503960366,2016-03-15 08:00:00,91,28,0.466667,2016-03-15
1503960366,2016-03-15 09:00:00,148,49,0.816667,2016-03-15
1503960366,2016-03-15 10:00:00,92,17,0.283333,2016-03-15
1503960366,2016-03-15 11:00:00,104,34,0.566667,2016-03-15
1503960366,2016-03-15 12:00:00,142,49,0.816667,2016-03-15
1503960366,2016-03-15 13:00:00,77,16,0.266667,2016-03-15
1503960366,2016-03-15 14:00:00,107,26,0.433333,2016-03-15
1503960366,2016-03-15 15:00:00,77,14,0.233333,2016-03-15
1503960366,2016-03-15 16:00:00,96,27,0.45,2016-03-15
1503960366,2016-03-15 17:00:00,90,19,0.316667,2016-03-15
1503960366,2016-03-15 18:00:00,82,15,0.25,2016-03-15
1503960366,2016-03-15 19:00:00,75,16,0.266667,2016-03-15
1503960366,2016-03-15 20:00:00,207,86,1.433333,2016-03-15
1503960366,2016-03-15 21:00:00,131,35,0.583333,2016-03-15
1503960366,2016-03-15 22:00:00,108,37,0.616667,2016-03-15
1503960366,2016-03-15 23:00:00,76,15,0.25,2016-03-15
1503960366,2016-03-16 00:00:00,48,0,0.0,2016-03-16
1503960366,2016-03-16 01:00:00,48,0,0.0,2016-03-16
1503960366,2016-03-16 02:00:00,50,1,0.016667,2016-03-16
1503960366,2016-03-16 03:00:00,48,0,0.0,2016-03-16
1503960366,2016-03-16 04:00:00,48,0,0.0,2016-03-16
1503960366,2016-03-16 05:00:00,49,0,0.0,2016-03-16
1503960366,2016-03-16 06:00:00,48,0,0.0,2016-03-16
1503960366,2016-03-16 07:00:00,56,6,0.1,2016-03-16
1503960366,2016-03-16 08:00:00,91,27,0.45,2016-03-16
1503960366,2016-03-16 09:00:00,125,27,0.45,2016-03-16
1503960366,2016-03-16 10:00:00,73,12,0.2,2016-03-16
1503960366,2016-03-16 11:00:00,105,36,0.6,2016-03-16
1503960366,2016-03-16 12:00:00,124,34,0.566667,2016-03-16
1503960366,2016-03-16 13:00:00,79,16,0.266667,2016-03-16
1503960366,2016-03-16 14:00:00,61,3,0.05,2016-03-16
1503960366,2016-03-16 15:00:00,86,19,0.316667,2016-03-16
1503960366,2016-03-16 16:00:00,103,28,0.466667,2016-03-16
1503960366,2016-03-16 17:00:00,122,43,0.716667,2016-03-16
1503960366,2016-03-16 18:00:00,166,74,1.233333,2016-03-16
1503960366,2016-03-16 19:00:00,59,7,0.116667,2016-03-16
1503960366,2016-03-16 20:00:00,72,16,0.266667,2016-03-16
1503960366,2016-03-16 21:00:00,146,49,0.816667,2016-03-16
1503960366,2016-03-16 22:00:00,78,18,0.3,2016-03-16
1503960366,2016-03-16 23:00:00,82,18,0.3,2016-03-16
1503960366,2016-03-17 00:00:00,70,11,0.183333,2016-03-17
1503960366,2016-03-17 01:00:00,50,1,0.016667,2016-03-17
1503960366,2016-03-17 02:00:00,49,1,0.016667,2016-03-17
1503960366,2016-03-17 03:00:00,48,0,0.0,2016-03-17
1503960366,2016-03-17 04:00:00,48,0,0.0,2016-03-17
1503960366,2016-03-17 05:00:00,48,0,0.0,2016-03-17
1503960366,2016-03-17 06:00:00,49,0,0.0,2016-03-17
1503960366,2016-03-17 07:00:00,50,1,0.016667,2016-03-17
1503960366,2016-03-17 08:00:00,67,11,0.183333,2016-03-17
1503960366,2016-03-17 09:00:00,125,27,0.45,2016-03-17
1503960366,2016-03-17 10:00:00,69,11,0.183333,2016-03-17
1503960366,2016-03-17 11:00:00,148,54,0.9,2016-03-17
1503960366,2016-03-17 12:00:00,70,11,0.183333,2016-03-17
1503960366,2016-03-17 13:00:00,113,23,0.383333,2016-03-17
1503960366,2016-03-17 14:00:00,119,25,0.416667,2016-03-17
1503960366,2016-03-17 15:00:00,86,20,0.333333,2016-03-17
1503960366,2016-03-17 16:00:00,94,24,0.4,2016-03-17
1503960366,2016-03-17 17:00:00,66,5,0.083333,2016-03-17
1503960366,2016-03-17 18:00:00,76,15,0.25,2016-03-17
1503960366,2016-03-17 19:00:00,158,64,1.066667,2016-03-17
1503960366,2016-03-17 20:00:00,75,16,0.266667,2016-03-17
1503960366,2016-03-17 21:00:00,146,49,0.816667,2016-03-17
1503960366,2016-03-17 22:00:00,97,31,0.516667,2016-03-17
1503960366,2016-03-17 23:00:00,118,35,0.583333,2016-03-17
1503960366,2016-03-18 00:00:00,76,13,0.216667,2016-03-18
1503960366,2016-03-18 01:00:00,58,6,0.1,2016-03-18
1503960366,2016-03-18 02:00:00,48,0,0.0,2016-03-18
1503960366,2016-03-18 03:00:00,48,0,0.0,2016-03-18
1503960366,2016-03-18 04:00:00,48,0,0.0,2016-03-18
1503960366,2016-03-18 05:00:00,49,1,0.016667,2016-03-18
1503960366,2016-03-18 06:00:00,51,2,0.033333,2016-03-18
1503960366,2016-03-18 07:00:00,49,0,0.0,2016-03-18
1503960366,2016-03-18 08:00:00,67,11,0.183333,2016-03-18
1503960366,2016-03-18 09:00:00,147,36,0.6,2016-03-18
1503960366,2016-03-18 10:00:00,73,12,0.2,2016-03-18
1503960366,2016-03-18 11:00:00,72,12,0.2,2016-03-18
1503960366,2016-03-18 12:00:00,64,4,0.066667,2016-03-18
1503960366,2016-03-18 13:00:00,68,7,0.116667,2016-03-18
1503960366,2016-03-18 14:00:00,207,86,1.433333,2016-03-18
1503960366,2016-03-18 15:00:00,101,33,0.55,2016-03-18
1503960366,2016-03-18 16:00:00,76,14,0.233333,2016-03-18
1503960366,2016-03-18 17:00:00,59,2,0.033333,2016-03-18
1503960366,2016-03-18 18:00:00,82,16,0.266667,2016-03-18
1503960366,2016-03-18 19:00:00,238,110,1.833333,2016-03-18
1503960366,2016-03-18 20:00:00,121,21,0.35,2016-03-18
1503960366,2016-03-18 21:00:00,72,14,0.233333,2016-03-18
1503960366,2016-03-18 22:00:00,54,2,0.033333,2016-03-18
1503960366,2016-03-18 23:00:00,74,12,0.2,2016-03-18
1503960366,2016-03-19 00:00:00,57,5,0.083333,2016-03-19
1503960366,2016-03-19 01:00:00,48,0,0.0,2016-03-19
1503960366,2016-03-19 02:00:00,48,0,0.0,2016-03-19
1503960366,2016-03-19 03:00:00,49,1,0.016667,2016-03-19
1503960366,2016-03-19 04:00:00,48,0,0.0,2016-03-19
1503960366,2016-03-19 05:00:00,48,0,0.0,2016-03-19
1503960366,2016-03-19 06:00:00,49,0,0.0,2016-03-19
1503960366,2016-03-19 07:00:00,52,2,0.033333,2016-03-19
1503960366,2016-03-19 08:00:00,92,28,0.466667,2016-03-19
1503960366,2016-03-19 09:00:00,216,69,1.15,2016-03-19
1503960366,2016-03-19 10:00:00,148,54,0.9,2016-03-19
1503960366,2016-03-19 11:00:00,130,37,0.616667,2016-03-19
1503960366,2016-03-19 12:00:00,109,27,0.45,2016-03-19
1503960366,2016-03-19 13:00:00,74,13,0.216667,2016-03-19
1503960366,2016-03-19 14:00:00,71,14,0.233333,2016-03-19
1503960366,2016-03-19 15:00:00,61,6,0.1,2016-03-19
1503960366,2016-03-19 16:00:00,63,8,0.133333,2016-03-19
1503960366,2016-03-19 17:00:00,69,10,0.166667,2016-03-19
1503960366,2016-03-19 18:00:00,58,3,0.05,2016-03-19
1503960366,2016-03-19 19:00:00,92,26,0.433333,2016-03-19
1503960366,2016-03-19 20:00:00,86,22,0.366667,2016-03-19
1503960366,2016-03-19 21:00:00,58,6,0.1,2016-03-19
1503960366,2016-03-19 22:00:00,97,31,0.516667,2016-03-19
1503960366,2016-03-19 23:00:00,234,111,1.85,2016-03-19
1503960366,2016-03-20 00:00:00,64,7,0.116667,2016-03-20
1503960366,2016-03-20 01:00:00,49,0,0.0,2016-03-20
1503960366,2016-03-20 02:00:00,48,0,0.0,2016-03-20
1503960366,2016-03-20 03:00:00,48,0,0.0,2016-03-20
1503960366,2016-03-20 04:00:00,48,0,0.0,2016-03-20
1503960366,2016-03-20 05:00:00,48,0,0.0,2016-03-20
1503960366,2016-03-20 06:00:00,48,0,0.0,2016-03-20
1503960366,2016-03-20 07:00:00,48,0,0.0,2016-03-20
1503960366,2016-03-20 08:00:00,48,0,0.0,2016-03-20
1503960366,2016-03-20 09:00:00,119,36,0.6,2016-03-20
1503960366,2016-03-20 10:00:00,294,113,1.883333,2016-03-20
1503960366,2016-03-20 11:00:00,121,42,0.7,2016-03-20
1503960366,2016-03-20 12:00:00,82,20,0.333333,2016-03-20
1503960366,2016-03-20 13:00:00,80,18,0.3,2016-03-20
1503960366,2016-03-20 14:00:00,96,29,0.483333,2016-03-20
1503960366,2016-03-20 15:00:00,109,29,0.483333,2016-03-20
1503960366,2016-03-20 16:00:00,116,22,0.366667,2016-03-20
1503960366,2016-03-20 17:00:00,142,25,0.416667,2016-03-20
1503960366,2016-03-20 18:00:00,104,36,0.6,2016-03-20
1503960366,2016-03-20 19:00:00,109,40,0.666667,2016-03-20
1503960366,2016-03-20 20:00:00,76,14,0.233333,2016-03-20
1503960366,2016-03-20 21:00:00,55,4,0.066667,2016-03-20
1503960366,2016-03-20 22:00:00,57,3,0.05,2016-03-20
1503960366,2016-03-20 23:00:00,87,23,0.383333,2016-03-20
1503960366,2016-03-21 00:00:00,58,5,0.083333,2016-03-21
1503960366,2016-03-21 01:00:00,48,0,0.0,2016-03-21
1503960366,2016-03-21 02:00:00,48,0,0.0,2016-03-21
1503960366,2016-03-21 03:00:00,50,2,0.033333,2016-03-21
1503960366,2016-03-21 04:00:00,48,0,0.0,2016-03-21
1503960366,2016-03-21 05:00:00,48,0,0.0,2016-03-21
1503960366,2016-03-21 06:00:00,48,0,0.0,2016-03-21
1503960366,2016-03-21 07:00:00,56,6,0.1,2016-03-21
1503960366,2016-03-21 08:00:00,116,27,0.45,2016-03-21
1503960366,2016-03-21 09:00:00,104,17,0.283333,2016-03-21
1503960366,2016-03-21 10:00:00,79,17,0.283333,2016-03-21
1503960366,2016-03-21 11:00:00,82,17,0.283333,2016-03-21
1503960366,2016-03-21 12:00:00,142,51,0.85,2016-03-21
1503960366,2016-03-21 13:00:00,67,9,0.15,2016-03-21
1503960366,2016-03-21 14:00:00,79,19,0.316667,2016-03-21
1503960366,2016-03-21 15:00:00,83,16,0.266667,2016-03-21
1503960366,2016-03-21 16:00:00,83,20,0.333333,2016-03-21
1503960366,2016-03-21 17:00:00,99,31,0.516667,2016-03-21
1503960366,2016-03-21 18:00:00,132,28,0.466667,2016-03-21
1503960366,2016-03-21 19:00:00,79,18,0.3,2016-03-21
1503960366,2016-03-21 20:00:00,67,11,0.183333,2016-03-21
1503960366,2016-03-21 21:00:00,70,14,0.233333,2016-03-21
1503960366,2016-03-21 22:00:00,81,20,0.333333,2016-03-21
1503960366,2016-03-21 23:00:00,79,16,0.266667,2016-03-21
1503960366,2016-03-22 00:00:00,47,0,0.0,2016-03-22
1503960366,2016-03-22 01:00:00,47,0,0.0,2016-03-22
1503960366,2016-03-22 02:00:00,47,0,0.0,2016-03-22
1503960366,2016-03-22 03:00:00,47,0,0.0,2016-03-22
1503960366,2016-03-22 04:00:00,47,0,0.0,2016-03-22
